Student_ID,Name,Email,Target,Application mode,Application order,Course,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Unemployment rate,Inflation rate,GDP,Performance_Ratio_avg,GPA_avg_scaled,Health_Risk_Proxy,Stress_Level_Proxy,Study_Hours_Proxy,Sleep_Quality_Proxy,Mental_Depression,Mental_Anxiety,Social_Media_Hours,Transport_User,Avg_Attendance,Teacher_Consultancy,StudentWorker,Living_With_Family
12106,Noah Brown,noah.brown@university.edu,Graduate,1,4,9500,142,1,3,1,2,133,0,1,0,1,20,10.8,1.4,1.74,0.88,2.91,2,6.75,26.38,3,0,0,3,1,90,1,1,0
12107,Liam Jackson,liam.jackson@studentmail.com,Dropout,17,2,9670,123,34,37,0,0,114.6,1,0,0,0,18,7.6,2.6,0.32,0.7,2.28,2,2.29,24.09,2,0,0,9,0,92,0,0,1
12108,Lucas Anderson,lucas.anderson@university.edu,Dropout,17,1,9238,103,19,37,7,9,104.1,0,1,0,0,20,8.9,1.4,3.51,0,0,2,4.3,36.35,1,1,1,5,1,100,0,0,1
12109,Ethan White,ethan.white@college.org,Graduate,17,4,9500,140,1,1,3,3,127.6,0,1,0,0,23,12.4,0.5,1.79,0.87,2.76,1,6.16,46.86,3,1,1,7,1,100,0,1,1
12110,James Smith,james.smith@studentmail.com,Graduate,1,2,9773,159,1,1,3,3,151,0,1,0,0,18,12.7,3.7,-1.7,1,3.02,1,3.95,23.26,1,1,1,2,1,100,0,0,1
12111,Ava Johnson,ava.johnson@studentmail.com,Graduate,44,1,9238,140,1,1,9,3,135.7,0,1,0,0,20,12.4,0.5,1.79,1,2.67,2,2.92,36.2,3,1,1,1,1,99,0,0,1
12112,Ethan Jackson,ethan.jackson@studentmail.com,Graduate,17,1,9500,148,38,37,5,9,137.8,0,1,0,1,18,10.8,1.4,1.74,0.88,2.99,2,4.83,16.79,3,0,0,2,1,100,1,0,0
12113,Emma Jackson,emma.jackson@studentmail.com,Graduate,1,6,9147,112,38,38,9,9,117.3,0,1,0,0,20,11.1,0.6,2.02,0.9,2.32,1,9.8,30.99,2,1,1,5,1,100,0,1,1
12114,Emma Martin,emma.martin@studentmail.com,Graduate,18,2,9500,131,1,3,3,2,121.2,0,1,0,0,18,16.2,0.3,-0.92,1,2.52,2,7.55,43.78,3,1,1,4,1,100,0,0,1
12115,Ethan Brown,ethan.brown@studentmail.com,Graduate,17,1,9670,145,3,3,2,1,129.3,0,1,0,0,20,16.2,0.3,-0.92,1,3.27,2,3.74,32.99,3,1,1,3,1,97,0,0,1
12116,Lucas Taylor,lucas.taylor@university.edu,Graduate,1,5,9500,133.1,1,1,5,8,123,0,1,0,0,19,12.7,3.7,-1.7,0.88,2.74,2,4.7,51.19,3,1,1,6,1,90,0,0,1
12117,Noah Martin,noah.martin@university.edu,Graduate,44,1,9085,140,1,19,4,4,140,0,1,0,0,21,13.9,-0.3,0.79,1,2.53,2,3.54,22.08,3,1,1,1,1,60,0,0,1
12118,Olivia White,olivia.white@university.edu,Graduate,7,1,9070,140,37,1,9,7,140,0,1,0,0,33,11.1,0.6,2.02,0.75,2.6,2,1.46,28.82,2,1,1,2,1,90,0,0,1
12119,Ethan Brown,ethan.brown@university.edu,Dropout,1,1,9085,150,12,2,4,2,144.6,1,0,0,0,24,7.6,2.6,0.32,0.1,1.3,2,6.44,11.06,2,0,0,8,0,80,0,0,1
12120,Lucas Harris,lucas.harris@studentmail.com,Graduate,43,1,9238,120,1,38,4,3,118.3,0,1,0,1,20,13.9,-0.3,0.79,1,2.48,2,5,29.68,3,0,0,1,1,98,1,1,0
12121,Ava Martin,ava.martin@university.edu,Graduate,1,4,9070,167,1,1,7,3,158.3,0,1,0,0,18,15.5,2.8,-4.06,1,2.93,1,1.09,29.42,2,1,1,6,1,97,0,0,1
12122,Emma Anderson,emma.anderson@university.edu,Dropout,43,1,8014,133.1,34,34,0,0,100,1,1,0,0,29,7.6,2.6,0.32,0.5,2.25,2,8.38,27.41,3,1,1,7,1,90,0,1,1
12123,Ava Smith,ava.smith@studentmail.com,Graduate,17,1,9500,147,1,1,5,5,134.9,0,1,0,0,18,16.2,0.3,-0.92,1,2.84,1,8.25,41.16,3,1,1,2,1,90,0,0,1
12124,Olivia Johnson,olivia.johnson@university.edu,Graduate,1,3,9773,129,38,37,5,5,142,0,1,0,0,19,9.4,-0.8,-3.12,1,2.54,3,2.31,27.44,2,1,1,3,1,95,0,1,1
12125,James Harris,james.harris@studentmail.com,Dropout,17,1,171,136,38,38,7,7,127.3,0,1,0,0,19,15.5,2.8,-4.06,0,0,2,6.76,39.38,2,1,1,2,1,90,0,0,1
12126,Olivia Harris,olivia.harris@university.edu,Graduate,17,1,9238,128,19,19,5,4,116.5,0,1,0,1,18,12.4,0.5,1.79,0.92,2.13,2,7.25,16.85,3,1,0,2,1,70,1,0,0
12127,Ethan Johnson,ethan.johnson@university.edu,Graduate,43,1,9500,140,19,19,7,7,138.6,0,1,0,1,19,16.2,0.3,-0.92,0.93,2.73,2,4.26,40.89,3,0,0,2,1,80,1,0,0
12128,Olivia Taylor,olivia.taylor@university.edu,Dropout,42,1,9853,141,37,19,9,3,133,0,1,0,0,20,10.8,1.4,1.74,0.85,2.51,2,5.52,27.8,2,1,1,3,1,100,0,1,1
12129,Olivia White,olivia.white@studentmail.com,Enrolled,17,2,9238,133,2,1,3,4,136.2,0,1,0,0,19,7.6,2.6,0.32,0.25,2.2,2,8.69,13.36,3,1,1,3,1,81,0,0,1
12130,Liam Johnson,liam.johnson@college.org,Graduate,17,1,9254,125,19,19,7,5,118,0,1,0,1,19,9.4,-0.8,-3.12,0.58,2.46,2,5.41,22.81,3,0,0,2,1,90,1,0,0
12131,Noah Smith,noah.smith@university.edu,Enrolled,1,1,9070,124,19,37,4,4,126.8,0,1,0,1,18,13.9,-0.3,0.79,0.92,2.31,2,1.58,15.84,3,0,0,1,1,95,1,0,0
12132,Isabella Taylor,isabella.taylor@university.edu,Graduate,1,6,9500,140,19,38,5,7,128.5,0,1,0,1,18,9.4,-0.8,-3.12,1,2.68,2,8.51,37.06,3,0,0,1,1,100,1,0,0
12133,Sophia Jackson,sophia.jackson@college.org,Graduate,17,1,9254,140,3,1,2,3,129.9,0,1,0,1,19,9.4,-0.8,-3.12,0.75,2.4,3,5.96,29.73,3,0,0,3,1,90,1,0,0
12134,Lucas Harris,lucas.harris@college.org,Dropout,17,4,9773,137,1,1,5,5,125.8,1,1,1,0,20,12.7,3.7,-1.7,0.92,2.45,1,1.65,28.22,3,0,0,5,0,100,0,0,0
12135,Olivia Martin,olivia.martin@studentmail.com,Dropout,1,6,9500,138,4,19,2,3,124.7,0,1,1,0,18,16.2,0.3,-0.92,0,0,3,8.83,21.46,2,0,0,3,0,86,0,0,1
12136,Isabella Brown,isabella.brown@studentmail.com,Dropout,39,1,9003,130,3,1,2,4,154.9,1,0,1,0,35,8.9,1.4,3.51,0.75,3.22,2,5.01,44.01,1,0,0,1,0,100,0,1,1
12137,Liam White,liam.white@university.edu,Enrolled,17,1,9119,142,19,38,9,7,127.3,0,1,1,0,18,16.2,0.3,-0.92,0.6,2.2,1,2.69,41.23,2,0,0,2,0,100,0,0,0
12138,Sophia White,sophia.white@college.org,Enrolled,1,2,9773,133.1,38,19,4,7,98,0,1,1,1,19,15.5,2.8,-4.06,0.83,2.43,2,7.77,46.85,3,0,0,4,1,85,1,0,0
12139,Lucas Taylor,lucas.taylor@university.edu,Enrolled,17,2,9147,130,1,38,5,7,122,0,1,1,0,20,10.8,1.4,1.74,0.6,2.28,1,2.11,46.67,3,1,1,3,0,87,1,0,0
12140,Liam Thomas,liam.thomas@studentmail.com,Enrolled,43,1,9070,117,1,1,4,7,112.5,0,1,1,0,19,13.9,-0.3,0.79,0.58,2.2,1,4.42,36.12,3,1,1,4,0,95,1,0,0
12141,Noah Smith,noah.smith@studentmail.com,Dropout,1,3,9147,136,38,38,9,9,127.3,0,1,1,0,19,12.7,3.7,-1.7,0.5,2.1,1,3.54,19.3,2,0,0,2,0,90,1,1,0
12142,Olivia Thomas,olivia.thomas@college.org,Dropout,39,2,9556,133.1,1,1,9,10,100.5,0,1,1,0,24,11.1,0.6,2.02,0,0,2,2.66,37.89,2,0,0,4,0,100,0,1,1
12143,Olivia Martin,olivia.martin@college.org,Dropout,39,1,8014,140,37,37,9,7,122,1,0,1,0,29,12.4,0.5,1.79,0.33,1.25,3,7.54,26,2,1,0,2,0,100,1,1,1
12144,Lucas Johnson,lucas.johnson@studentmail.com,Graduate,39,1,9500,150,38,3,9,1,140,0,1,1,0,24,15.5,2.8,-4.06,0.62,2.39,1,1.36,15.18,2,0,0,1,0,66,1,1,0
12145,Lucas Anderson,lucas.anderson@university.edu,Graduate,17,2,9254,121,19,38,6,6,116.1,0,1,1,0,19,15.5,2.8,-4.06,0.75,2.37,1,2.51,31.39,2,0,0,2,0,90,0,0,0
12146,Sophia Jackson,sophia.jackson@university.edu,Dropout,7,1,171,120,19,19,9,9,130,0,1,1,0,37,7.6,2.6,0.32,0,0,2,7.67,47.78,2,1,0,3,0,43,0,1,1
12147,Ethan Johnson,ethan.johnson@college.org,Graduate,5,2,9070,143,1,1,4,10,146.2,0,1,1,0,18,16.2,0.3,-0.92,0.83,2.5,1,3.94,33.51,3,0,0,3,0,100,1,1,0
12148,Ava Jackson,ava.jackson@college.org,Enrolled,44,1,9119,180,1,1,9,8,180,0,1,1,1,20,12.4,0.5,1.79,0.93,2.83,2,7.36,11.61,3,0,1,1,1,80,1,0,0
12149,Lucas Harris,lucas.harris@university.edu,Dropout,1,5,9147,132,39,39,3,3,127.8,0,0,1,0,18,11.1,0.6,2.02,0,0,3,4.01,37.36,1,0,1,5,0,70,0,0,1
12150,Ava Harris,ava.harris@university.edu,Enrolled,43,1,9147,130,37,19,9,8,130.8,0,1,1,0,22,16.2,0.3,-0.92,0.3,1.33,1,3.05,28.22,3,0,0,1,0,95,0,1,0
12151,Isabella Jackson,isabella.jackson@college.org,Enrolled,17,2,9147,133.1,38,38,4,7,109,0,1,1,1,22,10.8,1.4,1.74,0.6,2.29,2,9.7,37.42,3,0,0,5,1,63,1,0,0
12152,James Harris,james.harris@studentmail.com,Dropout,1,5,9773,131,1,38,9,5,132.4,1,0,1,0,18,11.1,0.6,2.02,0,0,3,4.35,34.79,1,0,0,3,0,80,0,1,1
12153,Olivia Taylor,olivia.taylor@university.edu,Graduate,1,3,9500,149,1,1,4,4,129.3,0,1,1,0,18,12.7,3.7,-1.7,0.88,2.62,1,3.03,31.61,3,1,0,1,0,100,0,0,0
12154,Isabella Thomas,isabella.thomas@university.edu,Graduate,1,1,9070,124,37,37,9,9,125.4,0,1,1,0,19,9.4,-0.8,-3.12,1,2.67,1,3.05,46.44,2,0,0,5,0,67,0,1,0
12155,James Martin,james.martin@studentmail.com,Enrolled,1,1,9119,126,38,19,5,5,130.2,0,1,1,0,19,10.8,1.4,1.74,0.8,2.22,1,3.17,20.36,3,0,0,4,0,100,1,1,0
12156,Olivia Harris,olivia.harris@university.edu,Dropout,1,1,9238,140,19,38,9,9,132,0,1,1,0,19,16.2,0.3,-0.92,0.67,2.46,1,1.94,54.64,3,1,0,5,0,90,1,1,0
12157,Olivia Jackson,olivia.jackson@college.org,Graduate,44,1,9003,170,19,19,9,7,170,1,1,1,0,21,12.4,0.5,1.79,1,3.05,1,4.7,32.71,2,0,0,1,0,90,0,1,0
12158,Isabella Jackson,isabella.jackson@studentmail.com,Enrolled,1,2,9773,133,3,1,2,4,130.2,0,1,1,0,19,8.9,1.4,3.51,0.82,2.36,1,2.69,38.47,2,1,0,2,0,95,1,1,0
12159,Olivia Johnson,olivia.johnson@college.org,Graduate,18,2,9556,126,3,3,2,2,115.5,0,1,1,0,18,8.9,1.4,3.51,0.71,2.7,1,1.44,25.16,2,0,1,2,0,96,1,0,0
12160,Olivia Martin,olivia.martin@studentmail.com,Dropout,16,2,9147,129,19,19,4,9,127.6,0,1,1,0,19,10.8,1.4,1.74,0.8,2.26,1,1.94,40.95,3,0,0,2,0,85,1,1,0
12161,Sophia White,sophia.white@college.org,Graduate,7,1,9773,140,19,1,4,8,140,0,1,1,0,25,11.1,0.6,2.02,1,2.82,1,3.79,10.87,2,0,0,1,0,80,1,1,0
12162,Lucas Smith,lucas.smith@studentmail.com,Graduate,1,1,9070,130,37,1,9,8,120.2,0,1,1,0,22,12.7,3.7,-1.7,1,2.93,1,4.49,41.49,2,0,0,3,0,100,1,1,0
12163,Isabella Smith,isabella.smith@studentmail.com,Graduate,39,1,9500,130,1,1,4,9,150,0,1,1,0,24,12.7,3.7,-1.7,0.88,2.55,1,1.88,48.05,3,1,0,2,0,88,1,0,0
12164,Lucas Martin,lucas.martin@university.edu,Graduate,1,2,9500,99,1,3,5,10,100,0,1,1,0,19,13.9,-0.3,0.79,0.94,2.51,1,4.49,18.55,2,0,0,7,0,80,1,1,0
12165,Isabella White,isabella.white@studentmail.com,Enrolled,43,1,9119,146,3,1,2,3,100,0,1,1,0,18,13.9,-0.3,0.79,0.7,2.39,1,2.84,41.49,1,1,0,2,0,80,1,0,0
12166,Emma Brown,emma.brown@studentmail.com,Dropout,17,1,171,129,38,37,4,6,128,0,0,1,0,20,9.4,-0.8,-3.12,0,0,3,9.79,34.75,1,0,0,4,0,80,0,1,1
12167,Ava Martin,ava.martin@college.org,Graduate,1,2,9500,132,19,19,9,7,128,0,1,1,1,19,10.8,1.4,1.74,0.88,2.99,2,5.14,36.17,3,0,0,6,1,100,1,0,0
12168,Isabella Jackson,isabella.jackson@studentmail.com,Dropout,43,3,9254,110,37,37,9,9,107.2,0,1,1,0,19,7.6,2.6,0.32,0.5,2.05,1,2.18,23.13,3,0,1,5,0,100,0,1,0
12169,Liam Smith,liam.smith@university.edu,Graduate,1,1,9670,116,3,3,3,3,110.1,0,1,1,0,19,12.4,0.5,1.79,0.83,2.63,1,3.95,29.1,2,0,0,3,0,95,0,1,0
12170,Sophia Johnson,sophia.johnson@studentmail.com,Dropout,43,1,9003,119,37,37,9,6,119,1,1,1,0,23,15.5,2.8,-4.06,0,0,2,9.09,33.2,2,0,0,4,1,45,0,1,1
12171,Sophia Smith,sophia.smith@university.edu,Dropout,39,1,9773,120,37,38,9,3,155.5,0,1,1,0,47,12.7,3.7,-1.7,0.75,2.78,1,2.66,36.21,2,0,0,4,0,100,1,1,0
12172,Isabella Martin,isabella.martin@university.edu,Graduate,1,1,9070,117,1,1,3,9,118.4,0,1,1,0,19,16.2,0.3,-0.92,0.83,2.26,1,4.8,40.95,3,0,0,1,0,100,1,1,0
12173,Liam Taylor,liam.taylor@university.edu,Dropout,1,1,171,124,3,3,2,2,119.1,0,1,1,0,18,16.2,0.3,-0.92,0,0,3,4.89,26.83,1,1,0,2,0,100,0,0,1
12174,Lucas Martin,lucas.martin@studentmail.com,Dropout,43,1,9147,151,1,3,1,1,111,0,1,1,0,28,15.5,2.8,-4.06,0.2,1,1,3.27,20.36,3,0,0,8,0,88,0,1,0
12175,Olivia Jackson,olivia.jackson@studentmail.com,Dropout,43,1,9254,138.6,34,34,0,0,138.6,0,1,1,0,20,7.6,2.6,0.32,0.58,2.32,1,2.18,27.17,2,0,0,2,0,90,0,0,0
12176,Liam White,liam.white@university.edu,Enrolled,17,2,9254,118,19,19,5,7,121.2,0,1,1,1,18,15.5,2.8,-4.06,0.58,2.27,2,2.32,26.72,3,0,0,1,1,100,1,0,0
12177,Isabella Brown,isabella.brown@university.edu,Enrolled,1,1,9254,123,38,19,9,4,117.8,0,1,1,0,19,10.8,1.4,1.74,0.5,2.58,1,3.03,19.84,1,0,0,2,0,90,0,1,0
12178,Isabella Smith,isabella.smith@studentmail.com,Dropout,39,1,9254,133.1,38,37,4,5,102.5,1,0,1,0,24,16.2,0.3,-0.92,0,0,2,6.29,28.28,1,0,0,3,0,100,0,1,1
12179,Noah Thomas,noah.thomas@university.edu,Enrolled,39,1,9130,130,19,1,191,144,110,0,1,1,0,24,16.2,0.3,-0.92,0.75,2.27,2,3.31,32.5,3,0,0,5,0,95,1,1,0
12180,James Brown,james.brown@college.org,Enrolled,39,1,9085,133.1,38,19,9,8,138.3,1,0,1,0,25,8.9,1.4,3.51,0,0,3,5.26,6.94,1,0,1,3,0,68,0,1,1
12181,Ethan Martin,ethan.martin@university.edu,Graduate,39,1,9254,150,3,1,3,4,122.3,0,1,1,0,28,13.9,-0.3,0.79,0.92,2.52,1,2.88,42.72,3,0,0,4,0,100,0,1,0
12182,Lucas Brown,lucas.brown@university.edu,Enrolled,39,1,9991,130,37,37,9,9,127.8,0,1,1,0,37,7.6,2.6,0.32,0.7,2.21,1,4.09,51.67,3,0,1,2,0,98,0,1,0
12183,Isabella Brown,isabella.brown@college.org,Enrolled,43,1,9119,128,1,38,4,7,100,0,1,1,0,19,13.9,-0.3,0.79,0.7,2.25,1,4.54,33.25,1,0,0,1,0,90,0,1,0
12184,Sophia Martin,sophia.martin@studentmail.com,Graduate,17,4,9500,133,38,37,5,7,126.4,0,1,1,1,18,11.1,0.6,2.02,1,2.74,2,5.28,17.03,3,0,0,5,1,80,1,0,0
12185,Ava Smith,ava.smith@studentmail.com,Dropout,39,1,9254,133.1,37,37,90,90,100,0,1,1,0,48,7.6,2.6,0.32,0.33,2,1,2.66,19.84,3,0,0,2,0,31,1,0,0
12186,Lucas Taylor,lucas.taylor@college.org,Graduate,17,4,9238,129,37,37,9,8,117.1,0,1,1,0,21,8.9,1.4,3.51,1,2.6,1,4.35,30.74,2,0,0,2,0,90,1,0,0
12187,Olivia Thomas,olivia.thomas@college.org,Enrolled,17,1,9500,128,1,1,4,5,124.7,0,1,1,1,19,15.5,2.8,-4.06,0.86,2.49,2,3.05,32.6,3,0,1,4,1,100,1,0,0
12188,Lucas Anderson,lucas.anderson@college.org,Enrolled,43,2,9500,136,19,1,9,10,124.1,0,1,1,1,21,9.4,-0.8,-3.12,0,0,2,4.54,36.46,1,0,0,2,0,90,0,1,1
12189,Liam Taylor,liam.taylor@studentmail.com,Dropout,44,1,9119,130,37,12,9,8,129.4,1,0,1,0,23,13.9,-0.3,0.79,0,0,2,6.21,20.92,2,0,0,8,0,98,0,1,1
12190,Noah Jackson,noah.jackson@college.org,Graduate,1,1,9130,141,1,1,4,10,138.9,0,1,1,0,18,10.8,1.4,1.74,0.9,2.68,1,3.05,12.36,3,0,0,3,0,90,0,1,0
12191,Liam Thomas,liam.thomas@studentmail.com,Dropout,44,1,9238,140,1,1,4,3,138.6,0,1,1,0,22,13.9,-0.3,0.79,0.67,2.63,1,2.88,24.3,2,0,0,1,0,90,1,0,0
12192,Liam White,liam.white@studentmail.com,Dropout,16,1,171,122,19,37,9,7,133.9,0,1,1,0,25,12.4,0.5,1.79,0.7,2.37,1,1.81,25.06,2,0,0,5,0,100,1,1,0
12193,Isabella Taylor,isabella.taylor@college.org,Dropout,7,1,9085,140,5,3,2,2,140,1,1,1,0,27,11.1,0.6,2.02,0.53,2.79,1,1.5,33.94,2,1,0,2,0,85,0,1,0
12194,Liam Taylor,liam.taylor@studentmail.com,Dropout,39,1,9119,133.1,34,34,0,0,95.1,0,0,1,0,49,10.8,1.4,1.74,0,0,3,8.47,18.85,1,1,0,3,0,60,0,1,1
12195,Isabella Smith,isabella.smith@college.org,Dropout,39,1,9991,120,19,37,5,5,128.2,0,0,1,0,31,12.7,3.7,-1.7,0.2,1.1,2,7.46,37.89,2,1,0,2,0,80,0,1,1
12196,Lucas Taylor,lucas.taylor@university.edu,Dropout,39,1,9254,133.1,37,37,9,6,121.5,0,1,1,0,54,16.2,0.3,-0.92,0.92,2.8,1,2.51,46.61,1,0,0,4,0,98,1,1,0
12197,Sophia Anderson,sophia.anderson@college.org,Dropout,7,1,33,120,38,37,5,6,120,1,0,1,0,25,11.1,0.6,2.02,0.88,2.46,2,7.86,13.19,1,0,0,3,0,80,0,0,1
12198,Isabella Jackson,isabella.jackson@studentmail.com,Enrolled,44,1,9003,130,5,3,2,2,130,0,1,1,0,20,15.5,2.8,-4.06,0.38,2.22,1,1.9,46.61,3,0,0,2,0,95,0,1,0
12199,Isabella Harris,isabella.harris@college.org,Dropout,7,1,9070,120,4,4,2,2,120,0,1,1,0,28,12.7,3.7,-1.7,0.42,2.47,1,1.36,39.74,2,1,0,2,0,97,0,1,0
12200,Sophia Smith,sophia.smith@studentmail.com,Graduate,39,1,8014,133.1,37,37,9,6,107,0,1,1,0,41,12.7,3.7,-1.7,1,2.6,1,4.07,34.25,2,0,1,3,0,80,1,0,0
12201,Olivia Thomas,olivia.thomas@studentmail.com,Enrolled,1,2,9670,122,1,19,4,4,116.1,0,1,1,1,19,11.1,0.6,2.02,1,2.58,2,9.21,36.85,2,0,0,1,1,98,1,0,0
12202,Lucas Brown,lucas.brown@studentmail.com,Dropout,43,1,9147,123,1,1,4,4,114.4,0,1,1,0,22,15.5,2.8,-4.06,0.2,1.15,2,4.07,38.47,2,0,1,4,0,88,1,1,0
12203,Ava Smith,ava.smith@college.org,Dropout,1,1,9254,178,2,1,2,3,157.7,0,1,1,0,34,15.5,2.8,-4.06,0.17,1.35,1,2.13,19.84,2,0,0,2,0,100,1,1,0
12204,Sophia Thomas,sophia.thomas@college.org,Dropout,39,1,9003,130,38,38,9,9,150,1,0,1,0,28,11.1,0.6,2.02,1,3.01,2,9.32,37.36,1,0,0,2,0,92,0,1,1
12205,Emma Harris,emma.harris@university.edu,Enrolled,1,1,9853,110,37,37,9,4,114.3,0,1,1,0,42,7.6,2.6,0.32,0.83,2.42,1,4.12,25.05,2,1,0,3,0,80,0,0,0
12206,James Anderson,james.anderson@college.org,Enrolled,18,1,9085,106,1,19,3,5,104.6,0,0,1,0,21,11.1,0.6,2.02,0.75,2.88,1,4.94,36.4,1,0,0,2,0,100,0,1,0
12207,Sophia Jackson,sophia.jackson@university.edu,Dropout,7,1,9003,140,39,39,9,4,140,0,1,1,0,50,15.5,2.8,-4.06,0.25,2.65,1,4.07,22.59,2,0,0,3,0,100,0,0,0
12208,Olivia Smith,olivia.smith@studentmail.com,Dropout,1,4,9147,108,3,1,3,4,109.1,0,1,1,0,19,12.4,0.5,1.79,0,0,2,7.58,37.08,1,0,0,1,0,77,1,1,1
12209,Sophia Johnson,sophia.johnson@studentmail.com,Dropout,43,1,9500,120,3,4,2,4,120.6,0,1,1,0,18,16.2,0.3,-0.92,0.5,2.33,1,4.31,41.61,3,0,0,20,0,100,1,0,0
12210,Emma Jackson,emma.jackson@university.edu,Dropout,39,1,9991,100,37,37,1,1,161.9,0,1,1,0,59,16.2,0.3,-0.92,0,0,2,8.44,38.12,1,1,0,3,0,100,0,1,1
12211,James Jackson,james.jackson@university.edu,Dropout,7,1,9991,140,34,34,99,99,140,0,0,1,0,33,7.6,2.6,0.32,0,0,2,1.49,22.21,1,1,0,2,0,76,0,0,1
12212,Lucas Smith,lucas.smith@university.edu,Graduate,17,2,9070,133.1,37,38,9,10,178,0,1,1,1,23,9.4,-0.8,-3.12,0.92,2.61,2,5.29,11.64,2,0,1,6,1,80,1,0,0
12213,Isabella Brown,isabella.brown@university.edu,Dropout,39,1,9991,133.1,37,1,5,5,138.3,0,1,1,0,44,13.9,-0.3,0.79,0.8,2.25,1,1.35,27.45,3,0,0,3,0,70,1,0,0
12214,Emma Brown,emma.brown@studentmail.com,Dropout,1,4,8014,140,34,34,0,0,128,0,1,1,0,37,9.4,-0.8,-3.12,0,0,2,3.39,43.3,1,1,0,2,0,70,0,1,1
12215,Isabella White,isabella.white@university.edu,Dropout,39,1,171,100,37,37,9,9,139,0,1,1,0,36,10.8,1.4,1.74,0,0,2,4.4,38.63,2,1,0,2,0,70,0,1,1
12216,James Martin,james.martin@college.org,Dropout,1,2,9991,123,1,3,4,2,113.2,0,0,1,0,22,7.6,2.6,0.32,0.5,2.22,2,3.85,37.95,2,0,0,7,0,100,0,0,1
12217,Noah Jackson,noah.jackson@studentmail.com,Graduate,39,1,8014,133.1,37,37,6,6,139,0,1,1,0,49,12.4,0.5,1.79,1,2.66,1,1.46,30.87,2,0,0,3,0,95,1,1,0
12218,Ava Brown,ava.brown@studentmail.com,Graduate,51,1,9773,135,1,42,5,3,110,0,1,1,0,23,11.1,0.6,2.02,0.83,2.61,1,3.05,25.98,2,0,0,2,0,100,1,0,0
12219,Ava White,ava.white@college.org,Enrolled,1,1,9070,132,1,1,4,9,136.6,0,1,1,0,19,7.6,2.6,0.32,0.67,2.24,1,2.53,30.87,3,1,1,3,0,97,0,1,0
12220,Isabella Taylor,isabella.taylor@university.edu,Dropout,43,1,8014,120,37,37,5,5,161.1,0,1,1,0,47,16.2,0.3,-0.92,0.5,1.21,1,2.2,35.56,2,0,0,4,0,79,1,0,0
12221,Noah Anderson,noah.anderson@college.org,Graduate,43,1,9003,130,1,2,4,2,130,0,1,1,0,28,15.5,2.8,-4.06,0.97,2.54,1,2.73,27.17,3,0,0,3,0,95,0,1,0
12222,Sophia Taylor,sophia.taylor@college.org,Enrolled,44,1,9003,140,1,38,9,6,140,0,1,1,0,21,15.5,2.8,-4.06,0.67,2.22,1,2.84,33.51,2,0,1,4,0,90,1,1,0
12223,James Harris,james.harris@university.edu,Dropout,1,1,9254,133.1,38,1,9,9,121,1,0,1,0,21,8.9,1.4,3.51,0.83,2.18,2,9.68,25.76,1,0,0,1,0,90,0,1,1
12224,Liam Harris,liam.harris@studentmail.com,Graduate,43,1,9238,120,2,1,1,2,118.6,0,1,1,0,21,13.9,-0.3,0.79,0.95,2.42,1,4.07,42.72,3,0,0,10,0,98,1,1,0
12225,Liam Johnson,liam.johnson@college.org,Enrolled,1,1,9070,140,19,38,4,4,138.3,0,1,1,0,20,13.9,-0.3,0.79,0.83,2.49,1,1.57,15.18,3,0,0,1,0,90,1,1,0
12226,Isabella White,isabella.white@studentmail.com,Dropout,42,1,9147,133.1,37,37,9,9,115.8,0,0,1,0,49,10.8,1.4,1.74,0,0,2,8.83,48.33,2,0,1,7,0,90,0,1,1
12227,Noah Anderson,noah.anderson@studentmail.com,Graduate,39,1,9991,120,19,37,6,8,160,0,1,1,0,40,15.5,2.8,-4.06,1,2.44,1,3.17,18.55,1,1,0,1,0,100,1,1,0
12228,Sophia Martin,sophia.martin@university.edu,Graduate,17,1,9254,125,1,1,3,3,114.5,0,1,1,1,22,11.1,0.6,2.02,1,2.81,2,8.3,28.68,3,0,0,4,1,78,1,0,0
12229,Ava Smith,ava.smith@university.edu,Enrolled,42,1,9119,136,1,37,5,5,117.5,0,1,1,0,19,15.5,2.8,-4.06,0.6,2.33,1,4.39,27.79,3,1,1,3,0,90,0,1,0
12230,Lucas Martin,lucas.martin@college.org,Dropout,39,1,9991,133.1,3,38,2,7,121.7,0,1,1,0,31,13.9,-0.3,0.79,0,0,2,9.91,26.68,2,0,0,3,0,86,0,1,1
12231,Liam Brown,liam.brown@studentmail.com,Dropout,42,1,9119,120,5,5,2,2,115,0,1,1,0,30,15.5,2.8,-4.06,0.33,2.85,1,4.12,31.28,3,0,1,3,0,85,1,1,0
12232,Lucas Taylor,lucas.taylor@university.edu,Graduate,1,1,9238,127,37,37,5,10,125.3,0,1,1,0,19,7.6,2.6,0.32,0.83,2.18,1,4.49,23.13,3,1,0,3,0,95,1,0,0
12233,Isabella Taylor,isabella.taylor@studentmail.com,Dropout,18,1,9147,131,34,34,90,90,131,0,1,1,0,22,9.4,-0.8,-3.12,0.6,2.5,1,4.07,18.55,3,0,0,6,0,98,1,0,0
12234,Isabella Johnson,isabella.johnson@college.org,Graduate,1,1,9773,127,19,37,9,9,126.3,0,1,1,0,19,15.5,2.8,-4.06,1,2.62,1,1.94,34.25,1,0,0,3,0,100,1,1,0
